date,label,predict,pos_quantile,pos
2019-05-20,0.9564073271719108,-0.08164895,0,-0.14204484905170048
2019-05-21,-0.36876304876931904,-0.028638387,1,0.9157341682969637
2019-05-22,-1.4089343508460186,-0.05581695,1,0.5965730523080124
2019-05-23,0.15687748948463495,-0.12065877,-1,-0.8848458340328405
2019-05-24,-0.0037813319026879064,-0.046888545,1,0.7508799150028929
2019-05-27,-0.9917390392221068,-0.010764357,1,0.972520478439714
2019-05-28,-0.7997005169598415,-0.039750457,1,0.8350366016568032
2019-05-29,0.2858367568489216,-0.07228887,0,0.15672908742917951
2019-05-30,-1.5276711621984878,-0.061625168,0,0.4629055029624619
2019-05-31,-0.26435050182788306,-0.09167206,0,-0.434458957947143
2019-06-03,2.4285319929238334,-0.089014694,0,-0.3626314602395159
2019-06-04,0.9191102292399068,-0.1295819,-1,-0.9334629843479049
2019-06-05,0.678331710304995,-0.016146982,1,0.9613707500881321
2019-06-06,1.1444684029907568,-0.07746511,0,-0.008448885682007619
2019-06-07,0.4755722347748185,-0.07371846,0,0.11158591578140115
2019-06-10,-0.09971503285176302,-0.059146434,1,0.5231922651766528
2019-06-11,-0.29313560571670944,-0.062228955,0,0.4475109386050071
2019-06-12,0.4230156206511415,-0.088347375,0,-0.3438478902482106
2019-06-13,-0.25159469545782637,-0.05728589,1,0.5652840327142985
2019-06-14,0.0533120439493778,-0.06788192,0,0.2911022684382582
2019-06-17,1.0871768219494844,-0.053260542,1,0.6469469250982909
2019-06-18,0.2736595276812215,-0.086841255,0,-0.3004455418875288
2019-06-19,1.0378387488835836,-0.10221962,0,-0.6666093193048094
2019-06-20,-0.26509181043727054,-0.044898532,1,0.777482236513816
2019-06-21,-0.3195980930419698,-0.085075654,0,-0.24794606887192228
2019-06-24,-1.2559290213410106,-0.07446273,0,0.08788767645428586
2019-06-25,-0.22470491675472207,-0.078217916,0,-0.032649614396119415
2019-06-26,0.402061917815533,-0.07915037,0,-0.06256945548860486
2019-06-27,0.6351248322831411,-0.12988216,-1,-0.9346941974081676
2019-06-28,0.8599153886506324,-0.13106425,-1,-0.9393307859048888
2019-07-01,0.25536973318561457,-0.028129153,1,0.9183388247092157
2019-07-02,0.8466302245550437,-0.056540452,1,0.5813768287488789
2019-07-03,-0.13898918724371753,-0.07315663,0,0.12939280036334364
2019-07-04,-0.370283579739186,-0.043414503,1,0.7956716899624348
2019-07-05,-0.75750217916949,-0.10496745,0,-0.7128688427091439
2019-07-08,0.04755185285272443,-0.06895897,0,0.25908713307519265
2019-07-09,0.4781163616333108,-0.059419453,0,0.516785640804975
2019-07-10,0.17655724361450909,-0.065604344,0,0.3566327703638003
2019-07-11,0.4874188476561761,-0.09006642,0,-0.391642417072695
2019-07-12,-0.12156754734103045,-0.075923234,0,0.04111826523581007
2019-07-15,-0.6111237598176347,-0.14822753,-1,-0.9794698392138641
2019-07-16,-1.0274127603150238,-0.096055254,0,-0.541555797702996
2019-07-17,0.385504007653582,-0.017548237,1,0.9578040054387841
2019-07-18,-0.9737240959550775,-0.08800546,0,-0.3341148246218747
2019-07-19,0.2977156867213712,-0.0794865,0,-0.07333006741606861
2019-07-22,0.8520611547457815,-0.019913686,1,0.9510391272258025
2019-07-23,0.5368552089592465,-0.07606018,0,0.036720319389133636
2019-07-24,-0.8816960303009391,-0.031871192,1,0.8972566012509864
2019-07-25,0.926316772460247,-0.06299667,0,0.42754766705719177
2019-07-26,-0.36907947200525154,-0.07249731,0,0.15018311442788929
2019-07-29,-0.503016656712121,-0.0663601,0,0.3352360092390788
2019-07-30,-1.66191558295502,-0.07122389,0,0.18994874867720699
2019-07-31,-1.3431869193104107,-0.07908057,0,-0.06033284825390147
2019-08-01,-1.0696548734405604,-0.11174581,0,-0.804416235694459
2019-08-02,-3.6024180092442255,-0.115121216,0,-0.8395252836533265
2019-08-05,1.560624699221792,-0.023002988,1,0.940595298645985
2019-08-06,0.11164074695040994,-0.10278778,0,-0.6766393144903275
2019-08-07,2.114417715309747,-0.06655408,0,0.32968685887652655
2019-08-08,-0.78013396760578,-0.04291878,1,0.8014477844036598
2019-08-09,-1.3593451283727778,-0.040446058,1,0.8281364520743572
2019-08-12,1.6282712741647296,-0.024584271,1,0.9344433778498897
2019-08-13,-2.969094176456994,-0.08189067,0,-0.1496537242958815
2019-08-14,0.29699695882602667,-0.12380672,-1,-0.9049512221190451
2019-08-15,1.46057445200246,-0.06181694,0,0.4580455212481705
2019-08-16,1.1953534820781981,-0.039332014,1,0.8390650629580491
2019-08-19,-0.8008273407020061,-0.026194954,1,0.9275461685242264
2019-08-20,0.8164339648137325,-0.08489056,0,-0.24235074801601084
2019-08-21,-0.06686445904131405,-0.11684911,-1,-0.85518372756794
2019-08-22,-2.4849628234452377,-0.08971352,0,-0.3819908022745625
2019-08-23,1.0656149105221364,-0.14592229,-1,-0.976227247125863
2019-08-26,-0.2865120838541366,-0.08022324,0,-0.09685287023627921
2019-08-27,0.6463033465430221,-0.07422386,0,0.09550555425248988
