Date,Adj Close
2005-01-04,1.62391996383667
2005-01-05,1.62391996383667
2005-01-07,1.4989999532699585
2005-01-10,1.6863800287246704
2005-01-11,1.561460018157959
2005-01-12,1.6863800287246704
2005-01-13,1.561460018157959
2005-01-14,1.561460018157959
2005-01-18,1.4989999532699585
2005-01-19,1.4989999532699585
2005-01-20,1.6863800287246704
2005-01-21,1.4989999532699585
2005-01-24,1.4989999532699585
2005-01-25,1.4989999532699585
2005-01-26,1.4365400075912476
2005-01-27,1.3116300106048584
2005-01-28,1.4365400075912476
2005-02-01,1.3740899562835693
2005-02-02,1.3740899562835693
2005-02-03,1.3116300106048584
2005-02-07,1.4989999532699585
2005-02-08,1.4365400075912476
2005-02-09,1.4365400075912476
2005-02-10,1.3740899562835693
2005-02-11,1.4365400075912476
2005-02-14,1.62391996383667
2005-02-15,1.561460018157959
2005-02-16,1.4989999532699585
2005-02-17,1.4989999532699585
2005-02-18,1.561460018157959
2005-02-22,1.4365400075912476
2005-02-23,1.62391996383667
2005-02-24,1.4989999532699585
2005-02-25,1.4989999532699585
2005-02-28,1.4365400075912476
2005-03-01,1.4989999532699585
2005-03-02,1.3116300106048584
2005-03-03,1.4989999532699585
2005-03-04,1.62391996383667
2005-03-07,1.62391996383667
2005-03-08,1.561460018157959
2005-03-09,1.4365400075912476
2005-03-10,1.3740899562835693
2005-03-11,1.4365400075912476
2005-03-14,1.249169945716858
2005-03-15,1.4989999532699585
2005-03-17,1.249169945716858
2005-03-18,1.3740899562835693
2005-03-21,1.3116300106048584
2005-03-22,1.3740899562835693
2005-03-24,1.249169945716858
2005-03-28,1.3740899562835693
2005-03-29,1.3740899562835693
2005-03-30,1.3740899562835693
2005-03-31,1.249169945716858
2005-04-01,1.3116300106048584
2005-04-04,1.3740899562835693
2005-04-07,1.3740899562835693
2005-04-08,1.249169945716858
2005-04-11,1.249169945716858
2005-04-12,1.249169945716858
2005-04-13,1.124250054359436
2005-04-14,1.3116300106048584
2005-04-15,1.249169945716858
2005-04-19,1.124250054359436
2005-04-20,1.0617899894714355
2005-04-22,1.124250054359436
2005-04-25,0.9368799924850464
2005-04-28,1.124250054359436
2005-04-29,1.124250054359436
2005-05-02,1.0617899894714355
2005-05-03,1.124250054359436
2005-05-04,1.124250054359436
2005-05-05,1.0617899894714355
2005-05-06,0.9993399977684021
2005-05-10,0.8744199872016907
2005-05-11,0.9993399977684021
2005-05-17,0.9368799924850464
2005-05-19,0.811959981918335
2005-05-20,0.7494999766349792
2005-05-24,0.811959981918335
2005-05-25,0.9368799924850464
2005-05-26,0.9368799924850464
2005-06-02,0.811959981918335
2005-06-03,1.249169945716858
2005-06-06,1.124250054359436
2005-06-07,1.124250054359436
2005-06-08,1.0617899894714355
2005-06-10,0.9993399977684021
2005-06-13,1.124250054359436
2005-06-14,1.124250054359436
2005-06-15,1.249169945716858
2005-06-16,1.3116300106048584
2005-06-17,1.3116300106048584
2005-06-20,1.124250054359436
2005-06-21,1.124250054359436
2005-06-23,1.249169945716858
2005-06-24,1.3116300106048584
2005-06-27,1.249169945716858
2005-06-28,1.249169945716858
2005-06-29,1.249169945716858
2005-06-30,1.124250054359436
2005-07-12,1.186710000038147
2005-07-15,1.249169945716858
2005-07-18,1.249169945716858
2005-07-19,1.3740899562835693
2005-07-21,1.124250054359436
2005-07-25,1.3740899562835693
2005-07-26,1.3116300106048584
2005-07-27,1.3740899562835693
2005-07-28,1.3116300106048584
2005-08-04,1.0617899894714355
2005-08-08,1.186710000038147
2005-08-09,1.124250054359436
2005-08-10,1.124250054359436
2005-08-11,1.124250054359436
2005-08-12,1.124250054359436
2005-08-17,1.186710000038147
2005-08-18,1.249169945716858
2005-08-19,1.186710000038147
