Date,stock,oil,bond,dollar,gold
2019-10-18,2986.2,45.87,127.890625,97.141,1490.05
2019-10-21,3006.72,45.7,127.515625,97.32,1484.5
2019-10-22,2995.99,46.1,127.796875,97.517,1487.68
2019-10-23,3004.52,47.28,127.75,97.463,1492.12
2019-10-24,3010.29,47.51,127.796875,97.665,1503.98
2019-10-25,3022.55,47.98,127.53125,97.826,1504.63
2019-10-28,3039.42,47.63,127.171875,97.742,1492.51
2019-10-29,3036.89,47.65,127.1875,97.68,1487.72
2019-10-30,3046.77,46.9,127.65625,97.451,1495.66
2019-10-31,3037.56,46.58,128.234375,97.331,1512.99
2019-11-01,3066.91,48.18,128.078125,97.121,1514.34
2019-11-04,3078.27,48.62,127.609375,97.563,1509.82
2019-11-05,3074.62,49.29,126.953125,97.908,1483.61
2019-11-06,3076.78,48.37,127.203125,97.949,1490.57
2019-11-07,3085.18,48.83,126.421875,98.13,1468.48
2019-11-08,3093.08,49.01,126.25,98.402,1459.0
2019-11-11,3087.01,48.77,126.40625,98.216,1455.86
2019-11-12,3091.84,48.53,126.328125,98.326,1456.32
2019-11-13,3094.04,49.03,126.71875,98.317,1463.58
2019-11-14,3096.63,48.85,127.265625,98.147,1471.4
2019-11-15,3120.46,49.67,127.140625,98.0,1468.21
2019-11-18,3122.03,48.76,127.234375,97.821,1471.51
2019-11-19,3120.18,47.6,127.40625,97.83,1472.46
2019-11-20,3108.46,48.88,127.6875,97.875,1471.61
2019-11-21,3103.54,49.89,127.421875,97.957,1464.41
2019-11-22,3110.29,49.71,127.390625,98.266,1461.93
2019-11-25,3133.64,49.79,127.5,98.285,1455.26
2019-11-26,3140.52,50.16,127.609375,98.251,1461.39
2019-11-27,3153.63,50.2,127.3125,98.32,1454.44
2019-11-28,,50.04,,98.326,1456.27
2019-11-29,3140.98,,127.265625,98.271,1463.98
2019-12-02,3113.87,50.17,126.9375,97.886,1462.44
2019-12-03,3093.2,50.39,127.796875,97.729,1477.61
2019-12-04,3112.76,51.93,127.359375,97.602,1474.59
2019-12-05,3117.43,52.14,127.046875,97.391,1476.0
2019-12-06,3145.91,52.95,126.796875,97.677,1460.17
2019-12-09,3135.96,52.76,126.921875,97.648,1461.68
2019-12-10,3132.52,52.88,126.734375,97.523,1464.39
2019-12-11,3141.63,52.69,127.109375,97.078,1474.88
2019-12-12,3168.57,53.13,126.328125,96.736,1469.8
2019-12-13,3168.8,53.55,126.859375,97.175,1476.33
2019-12-16,3191.45,53.79,126.4375,97.143,1476.18
2019-12-17,3192.52,54.21,126.375,97.184,1476.22
2019-12-18,3191.14,54.5,126.109375,97.405,1475.4
2019-12-19,3205.37,54.84,126.0625,97.402,1478.8
2019-12-20,3221.22,54.46,126.125,97.68,1478.22
2019-12-23,3224.01,54.86,126.015625,97.669,1485.79
2019-12-24,3223.38,55.38,126.25,97.685,1499.41
2019-12-25,,,,97.632,1499.84
2019-12-26,3239.91,55.99,126.3125,97.559,1511.53
2019-12-27,3240.02,56.19,126.484375,97.014,1510.56
2019-12-30,3221.29,56.36,126.46875,96.741,1515.16
2019-12-31,3230.78,55.82,126.15625,96.529,1517.27
2020-01-01,,,,96.445,1517.29
2020-01-02,3257.85,56.08,126.5,96.8,1529.13
2020-01-03,3234.85,58.07,127.25,96.896,1552.2
2020-01-06,3246.28,57.95,127.140625,96.619,1565.74
2020-01-07,3237.18,57.91,127.078125,96.969,1574.37
2020-01-08,3253.05,55.6,126.65625,97.317,1556.42
2020-01-09,3274.7,55.21,126.734375,97.418,1552.32
2020-01-10,3265.35,55.03,126.984375,97.349,1562.34
2020-01-13,3288.13,54.29,126.765625,97.376,1547.88
2020-01-14,3283.15,54.49,127.0625,97.387,1546.39
2020-01-15,3289.29,54.33,127.25,97.203,1556.25
2020-01-16,3316.81,54.67,127.015625,97.303,1552.51
2020-01-17,3329.62,55.24,127.015625,97.637,1557.24
2020-01-20,,55.13,,97.61,1560.77
2020-01-21,3320.79,54.51,127.40625,97.611,1558.17
2020-01-22,3321.75,52.97,127.390625,97.498,1558.78
2020-01-23,3325.54,52.47,127.6875,97.686,1562.94
2020-01-24,3295.47,51.19,128.078125,97.884,1571.53
2020-01-27,3243.63,49.8,128.6875,97.939,1582.06
2020-01-28,3276.24,50.74,128.34375,97.974,1567.17
2020-01-29,3273.4,50.38,128.9375,98.064,1576.83
2020-01-30,3283.66,50.02,128.90625,97.865,1574.28
2020-01-31,3225.52,49.19,129.59375,97.362,1589.16
2020-02-03,3248.92,47.05,129.328125,97.804,1576.73
2020-02-04,3297.59,46.73,128.765625,97.933,1552.92
2020-02-05,3334.69,48.25,128.375,98.258,1556.02
2020-02-06,3345.78,47.85,128.40625,98.473,1566.66
2020-02-07,3327.71,47.31,128.84375,98.699,1570.44
2020-02-10,3352.09,46.36,128.984375,98.855,1572.15
2020-02-11,3357.75,47.1,128.734375,98.747,1567.89
2020-02-12,3379.45,48.93,128.484375,99.014,1566.06
2020-02-13,3373.94,49.01,128.578125,99.103,1576.0
2020-02-14,3380.16,49.69,128.828125,99.161,1584.06
2020-02-17,,49.95,,99.145,1581.13
2020-02-18,3370.29,50.07,129.015625,99.446,1601.61
2020-02-19,3386.15,51.51,128.921875,99.588,1611.7
2020-02-20,3373.23,51.33,129.3125,99.877,1619.56
2020-02-21,3337.75,50.66,129.65625,99.337,1643.41
2020-02-24,3225.89,48.8,130.546875,99.29,1659.38
2020-02-25,3128.21,47.63,130.703125,98.999,1635.14
2020-02-26,3116.39,46.34,130.859375,99.144,1640.96
2020-02-27,2978.76,44.59,131.546875,98.386,1645.01
2020-02-28,2954.22,43.84,132.484375,98.127,1585.69
2020-03-02,3090.23,46.44,132.359375,97.502,1589.44
2020-03-03,3003.37,45.16,133.796875,97.15,1640.9
2020-03-04,3130.12,45.08,133.359375,97.374,1636.93
2020-03-05,3023.94,43.92,134.390625,96.6,1672.23
2020-03-06,2972.37,39.82,135.359375,96.093,1673.83
2020-03-09,2746.56,29.25,136.828125,95.071,1680.47
2020-03-10,2882.23,33.07,135.03125,96.492,1649.4
2020-03-11,2741.38,31.37,135.046875,96.6,1635.04
2020-03-12,2480.64,28.67,135.859375,97.489,1576.15
2020-03-13,2711.02,30.61,134.046875,98.691,1529.83
2020-03-16,2386.13,26.12,135.875,97.997,1514.1
2020-03-17,2529.19,25.25,133.109375,99.51,1528.3
2020-03-18,2398.1,23.12,132.296875,100.926,1486.05
2020-03-19,2409.39,24.59,132.953125,102.928,1471.24
2020-03-20,2304.92,23.82,135.234375,101.947,1498.65
2020-03-23,2237.4,24.09,135.921875,102.476,1553.23
2020-03-24,2447.33,24.25,135.15625,101.792,1632.32
2020-03-25,2475.56,24.08,135.0625,100.933,1616.9
2020-03-26,2630.07,23.52,135.1875,99.462,1631.34
2020-03-27,2541.47,21.97,136.546875,98.306,1628.16
2020-03-30,2626.65,19.88,136.234375,99.043,1622.51
2020-03-31,2584.59,19.88,136.609375,98.942,1577.18
2020-04-01,2470.5,19.63,137.078125,99.501,1591.51
2020-04-02,2526.9,22.77,136.859375,100.105,1613.99
2020-04-03,2488.65,26.57,136.875,100.682,1620.81
2020-04-06,2663.68,25.51,136.296875,100.789,1660.97
2020-04-07,2659.41,24.85,135.9375,99.962,1647.72
2020-04-08,2749.98,25.8,135.609375,100.153,1646.14
2020-04-09,2789.82,24.56,136.0,99.56,1683.73
2020-04-10,,,,99.482,1696.65
2020-04-13,2761.63,24.43,135.75,99.485,1715.34
2020-04-14,2846.06,23.07,136.0,98.856,1726.97
2020-04-15,2783.36,21.47,136.96875,99.569,1717.03
2020-04-16,2799.55,21.85,136.859375,99.936,1717.7
2020-04-17,2874.56,21.66,136.796875,99.716,1682.82
2020-04-20,2823.16,20.04,137.046875,99.946,1695.65
2020-04-21,2736.56,14.95,137.1875,100.207,1686.2
2020-04-22,2799.31,16.01,136.84375,100.343,1714.08
2020-04-23,2797.8,16.59,136.875,100.489,1730.51
2020-04-24,2836.74,16.72,136.828125,100.29,1729.6
2020-04-27,2878.48,15.34,136.4375,100.051,1713.99
2020-04-28,2863.39,16.09,136.796875,99.961,1707.79
2020-04-29,2939.51,17.4,136.765625,99.502,1713.41
2020-04-30,2912.43,19.47,136.6875,99.035,1686.5
2020-05-01,2830.71,19.43,136.875,98.682,1700.42
2020-05-04,2842.74,20.43,136.75,99.515,1702.07
2020-05-05,2868.44,23.36,136.625,99.814,1705.92
2020-05-06,2848.42,21.79,136.40625,100.165,1685.71
2020-05-07,2881.19,21.45,137.0,99.837,1716.06
2020-05-08,2929.8,22.54,136.703125,99.104,1702.7
2020-05-11,2930.32,22.04,136.546875,100.226,1697.93
2020-05-12,2870.12,21.52,136.859375,100.002,1702.7
2020-05-13,2820.0,21.54,137.015625,100.203,1716.28
2020-05-14,2852.5,22.97,137.1875,100.265,1730.3
2020-05-15,2863.7,23.91,137.109375,100.361,1743.67
2020-05-18,2953.91,25.98,136.515625,99.614,1732.55
2020-05-19,2922.94,25.23,136.84375,99.582,1745.05
2020-05-20,2971.61,26.17,136.859375,99.16,1748.18
2020-05-21,2948.51,26.25,136.859375,99.425,1727.0
2020-05-22,2955.45,25.65,136.984375,99.796,1734.68
2020-05-25,,25.98,,99.809,1731.95
2020-05-26,2991.77,26.31,136.78125,99.018,1710.58
2020-05-27,3036.13,25.03,136.859375,98.94,1709.47
2020-05-28,3029.73,25.85,136.859375,98.465,1718.33
2020-05-29,3044.31,25.79,137.125,98.295,1730.27
2020-06-01,3055.73,26.47,137.109375,97.818,1739.55
2020-06-02,3080.82,27.14,136.9375,97.68,1727.7
2020-06-03,3122.87,27.05,136.421875,97.304,1699.67
2020-06-04,3112.35,27.35,135.859375,96.757,1714.01
2020-06-05,3193.93,28.85,135.34375,96.954,1685.06
2020-06-08,3232.39,27.97,135.484375,96.703,1698.53
2020-06-09,3207.18,28.02,135.859375,96.391,1715.33
2020-06-10,3190.14,28.36,136.765625,96.054,1738.7
2020-06-11,3002.1,26.28,136.953125,96.783,1727.7
2020-06-12,3041.31,26.77,136.8125,97.089,1730.75
2020-06-15,3066.59,27.35,136.6875,96.623,1725.16
2020-06-16,3124.74,27.93,136.59375,97.029,1726.53
2020-06-17,3113.49,27.8,136.65625,97.074,1726.95
2020-06-18,3115.34,28.41,136.828125,97.449,1722.93
2020-06-19,3097.74,28.74,136.890625,97.663,1743.87
2020-06-22,3117.86,29.5,136.796875,97.014,1754.43
2020-06-23,3131.29,29.07,136.796875,96.683,1768.41
2020-06-24,3050.33,27.65,137.0,97.21,1761.17
2020-06-25,3083.76,28.39,136.9375,97.389,1763.79
2020-06-26,3009.05,27.89,137.28125,97.499,1771.29
2020-06-29,3053.24,28.58,137.484375,97.468,1772.82
2020-06-30,3100.29,28.21,137.265625,97.378,1780.96
2020-07-01,3115.86,28.52,137.09375,97.146,1770.09
2020-07-02,3130.01,29.08,137.28125,97.211,1775.38
2020-07-03,,28.99,,97.152,1775.95
2020-07-06,3179.72,29.22,137.15625,96.768,1784.68
2020-07-07,3145.32,29.14,137.375,96.973,1794.86
2020-07-08,3169.94,29.39,137.1875,96.479,1808.89
2020-07-09,3152.05,28.7,137.484375,96.774,1803.55
2020-07-10,3185.04,29.25,137.25,96.656,1798.7
2020-07-13,3155.22,28.6,137.46875,96.525,1802.76
2020-07-14,3197.52,29.2,137.453125,96.184,1809.36
2020-07-15,3226.56,29.57,137.4375,96.042,1810.29
2020-07-16,3215.57,29.41,137.546875,96.306,1797.16
2020-07-17,3224.73,29.2,137.46875,96.013,1810.42
2020-07-20,3251.84,29.26,137.546875,95.815,1817.77
2020-07-21,3257.3,29.79,137.65625,95.155,1841.91
2020-07-22,3276.02,30.0,137.640625,94.95,1871.41
2020-07-23,3235.66,29.37,137.71875,94.78,1887.44
2020-07-24,3215.63,29.42,137.671875,94.345,1902.02
2020-07-27,3239.41,29.45,137.53125,93.646,1942.24
2020-07-28,3218.44,29.32,137.8125,93.721,1958.43
2020-07-29,3258.44,29.64,137.890625,93.259,1970.79
2020-07-30,3246.22,29.39,138.078125,92.964,1956.64
2020-07-31,3271.12,29.35,138.25,93.455,1975.86
2020-08-03,3294.61,29.47,138.09375,93.515,1976.98
2020-08-04,3306.51,29.79,138.453125,93.26,2019.21
2020-08-05,3327.77,30.44,138.140625,92.805,2038.12
2020-08-06,3349.16,30.3,138.234375,92.769,2063.54
2020-08-07,3351.28,30.01,138.046875,93.391,2035.55
2020-08-10,3360.47,30.19,137.96875,93.608,2027.34
2020-08-11,3333.69,29.91,137.5,93.648,1911.89
2020-08-12,3380.35,30.43,137.234375,93.427,1915.83
2020-08-13,3373.43,30.3,137.03125,93.239,1953.71
2020-08-14,3372.85,30.19,137.25,93.095,1945.12
2020-08-17,3381.99,30.43,137.40625,92.826,1985.3
2020-08-18,3389.78,30.23,137.515625,92.307,2002.44
2020-08-19,3374.85,30.36,137.4375,93.009,1928.98
2020-08-20,3385.51,30.12,137.625,92.744,1947.26
2020-08-21,3397.16,29.72,137.765625,93.201,1940.48
2020-08-24,3431.28,30.25,137.578125,93.29,1928.88
2020-08-25,3443.62,30.92,137.40625,93.008,1928.18
2020-08-26,3478.73,30.75,137.4375,92.885,1954.46
2020-08-27,3484.55,30.31,137.03125,92.997,1929.54
2020-08-28,3508.01,30.27,137.390625,92.301,1964.83
2020-08-31,3500.31,30.03,137.46875,92.158,1967.8
2020-09-01,3526.65,30.16,137.703125,92.307,1970.18
2020-09-02,3580.84,29.25,137.828125,92.643,1942.92
2020-09-03,3455.06,28.98,137.9375,92.773,1930.91
2020-09-04,3426.96,27.91,137.328125,92.974,1933.94
2020-09-07,,27.71,,93.055,1933.64
2020-09-08,3331.84,26.21,137.671875,93.522,1932.03
2020-09-09,3398.96,26.77,137.546875,93.247,1946.84
2020-09-10,3339.19,26.17,137.703125,93.348,1946.09
2020-09-11,3340.97,26.31,137.875,93.27,1940.55
2020-09-14,3383.54,26.15,137.796875,93.054,1956.86
2020-09-15,3401.2,26.81,137.75,93.075,1954.15
2020-09-16,3385.49,27.89,137.625,93.102,1959.26
2020-09-17,3357.01,28.51,137.671875,92.909,1944.44
2020-09-18,3319.47,28.36,137.625,92.999,1950.86
2020-09-21,3281.06,27.47,137.84375,93.553,1912.51
2020-09-22,3315.57,27.54,137.828125,93.973,1900.21
2020-09-23,3236.92,27.35,137.78125,94.342,1863.34
2020-09-24,3246.59,27.52,137.8125,94.326,1868.07
2020-09-25,3298.46,27.54,137.90625,94.577,1861.58
2020-09-28,3351.6,28.01,137.953125,94.267,1881.48
2020-09-29,3335.47,26.88,137.984375,93.878,1898.07
2020-09-30,3363.0,26.98,137.765625,93.804,1885.82
2020-10-01,3380.8,26.08,137.8125,93.718,1906.01
2020-10-02,3348.44,24.92,137.65625,93.81,1899.84
2020-10-05,3408.63,26.61,137.03125,93.447,1913.53
2020-10-06,3360.95,26.82,137.375,93.844,1878.18
2020-10-07,3419.45,27.0,136.96875,93.603,1887.42
2020-10-08,3446.83,27.84,137.046875,93.572,1893.82
2020-10-09,3477.13,27.43,137.0625,93.06,1930.4
2020-10-12,3534.22,26.79,137.1875,93.032,1922.77
2020-10-13,3511.93,27.21,137.453125,93.528,1891.36
2020-10-14,3488.67,27.83,137.46875,93.396,1901.52
2020-10-15,3483.34,27.55,137.375,93.774,1908.71
2020-10-16,3483.81,27.45,137.296875,93.722,1899.29
2020-10-19,3426.92,27.2,137.109375,93.424,1904.08
2020-10-20,3443.12,27.42,137.046875,93.085,1906.95
2020-10-21,3435.56,26.72,136.78125,92.617,1924.33
2020-10-22,3453.49,27.19,136.5625,92.925,1904.11
2020-10-23,3465.39,26.64,136.59375,92.746,1902.05
2020-10-26,3400.97,25.92,136.890625,93.071,1902.08
2020-10-27,3390.68,26.09,137.15625,93.091,1907.99
2020-10-28,3271.03,24.99,137.09375,93.43,1877.19
2020-10-29,3310.11,24.1,136.75,93.929,1867.59
2020-10-30,3269.96,23.99,136.421875,93.881,1878.81
2020-11-02,3310.24,24.87,136.59375,94.037,1895.48
2020-11-03,3369.16,25.45,136.28125,93.346,1909.17
2020-11-04,3443.44,26.11,137.203125,93.472,1902.92
2020-11-05,3510.45,25.86,137.21875,92.627,1949.66
2020-11-06,3509.44,25.1,136.84375,92.236,1951.35
2020-11-09,3550.5,26.63,136.09375,92.831,1863.04
2020-11-10,3545.53,27.92,135.765625,92.717,1877.32
2020-11-11,3572.66,27.74,135.875,92.99,1865.73
2020-11-12,3537.01,27.42,136.46875,92.958,1876.83
2020-11-13,3585.15,27.02,136.359375,92.722,1889.2
2020-11-16,3626.91,27.81,136.3125,92.553,1888.95
2020-11-17,3609.53,27.74,136.625,92.435,1880.38
2020-11-18,3567.79,27.97,136.53125,92.408,1872.24
2020-11-19,3581.87,27.99,136.78125,92.342,1866.54
2020-11-20,3557.54,28.67,136.8125,92.397,1870.99
2020-11-23,3577.59,29.04,136.625,92.521,1837.86
2020-11-24,3635.41,30.36,136.546875,92.156,1807.59
2020-11-25,3629.65,30.99,136.515625,91.997,1807.56
2020-11-26,,30.25,,92.031,1815.8
2020-11-27,3638.35,30.59,136.8125,91.782,1787.79
2020-11-30,3621.63,30.16,136.8125,91.988,1776.95
2020-12-01,3662.45,29.84,136.15625,91.185,1815.24
2020-12-02,3669.01,30.29,136.15625,91.02,1831.28
2020-12-03,3666.72,30.83,136.390625,90.692,1841.08
2020-12-04,3699.12,30.96,136.046875,90.805,1838.86
2020-12-07,3691.96,30.73,136.390625,90.868,1862.73
2020-12-08,3702.25,30.85,136.40625,90.937,1870.56
2020-12-09,3672.82,30.93,136.28125,91.101,1839.55
2020-12-10,3668.1,31.84,136.5,90.777,1836.57
2020-12-11,3663.46,31.62,136.671875,90.98,1839.85
2020-12-14,3647.49,31.8,136.71875,90.712,1827.35
2020-12-15,3694.62,32.01,136.59375,90.476,1853.64
2020-12-16,3701.17,32.31,136.5625,90.25,1864.8
2020-12-17,3722.48,32.52,136.453125,89.806,1885.42
2020-12-18,3709.41,33.07,136.390625,89.924,1881.35
2020-12-21,3694.92,32.08,136.453125,90.085,1876.89
2020-12-22,3687.26,31.47,136.625,90.612,1860.84
2020-12-23,3690.01,32.28,136.453125,90.328,1872.89
2020-12-24,3703.06,32.39,136.546875,90.323,1883.46
2020-12-25,,,,90.223,
2020-12-28,3735.36,32.17,136.609375,90.289,1873.69
2020-12-29,3727.04,32.3,136.53125,89.961,1878.18
2020-12-30,3732.04,32.45,136.609375,89.606,1894.39
2020-12-31,3756.07,32.61,136.671875,89.924,1898.36
2021-01-01,,,,,1898.67
2021-01-04,3700.65,31.95,136.796875,89.896,1942.9
2021-01-05,3726.86,33.78,136.46875,89.49,1950.01
2021-01-06,3748.14,34.15,135.890625,89.408,1918.61
2021-01-07,3803.79,34.38,135.53125,89.813,1913.95
2021-01-08,3824.68,35.54,135.234375,90.066,1849.01
2021-01-11,3799.61,35.07,134.96875,90.526,1843.89
2021-01-12,3801.19,35.81,135.078125,90.041,1854.77
2021-01-13,3809.84,35.26,135.453125,90.334,1845.51
2021-01-14,3795.54,35.6,135.203125,90.243,1846.53
2021-01-15,3768.25,34.68,135.5625,90.784,1828.45
2021-01-18,,34.55,,90.778,1841.26
2021-01-19,3798.91,35.27,135.59375,90.482,1840.28
2021-01-20,3851.85,35.12,135.671875,90.431,1871.84
2021-01-21,3853.07,35.42,135.53125,90.075,1870.02
2021-01-22,3841.47,34.82,135.671875,90.212,1855.61
2021-01-25,3855.36,35.26,136.0625,90.345,1855.93
2021-01-26,3849.62,35.36,136.03125,90.173,1850.92
2021-01-27,3750.77,35.05,136.140625,90.597,1843.98
2021-01-28,3787.38,34.95,135.921875,90.538,1843.17
2021-01-29,3714.24,35.24,135.859375,90.533,1847.65
2021-02-01,3773.86,35.95,135.8125,91.008,1860.78
2021-02-02,3826.31,36.98,135.640625,91.046,1838.03
2021-02-03,3830.17,37.53,135.390625,91.106,1834.04
2021-02-04,3871.74,37.81,135.4375,91.531,1794.03
2021-02-05,3886.83,38.14,135.34375,91.004,1814.11
2021-02-08,3915.59,38.8,135.25,90.953,1830.81
2021-02-09,3911.23,39.2,135.34375,90.455,1838.32
2021-02-10,3909.88,39.08,135.609375,90.426,1842.89
2021-02-11,3916.38,38.93,135.453125,90.407,1825.51
2021-02-12,3934.83,40.11,135.15625,90.446,1824.23
2021-02-15,,40.51,,90.355,1818.86
2021-02-16,3932.59,40.66,134.3125,90.631,1794.47
2021-02-17,3931.33,41.51,134.578125,90.917,1776.13
2021-02-18,3913.97,40.64,134.453125,90.554,1775.67
2021-02-19,3906.71,40.2,134.140625,90.34,1784.25
2021-02-22,3876.5,42.09,133.984375,90.077,1809.67
2021-02-23,3881.37,41.63,134.203125,90.114,1805.73
2021-02-24,3925.43,43.05,133.90625,90.062,1805.06
2021-02-25,3829.34,42.91,132.234375,90.195,1770.56
2021-02-26,3811.15,42.2,132.90625,90.929,1734.04
2021-03-01,3901.82,41.34,133.171875,91.008,1725.04
2021-03-02,3870.29,40.89,133.453125,90.81,1738.36
2021-03-03,3819.72,41.78,132.6875,90.98,1711.23
2021-03-04,3768.47,43.91,132.03125,91.62,1697.52
2021-03-05,3841.94,45.5,131.984375,91.985,1700.64
2021-03-08,3821.35,44.48,131.609375,92.374,1683.54
2021-03-09,3875.44,43.94,132.15625,91.972,1716.1
2021-03-10,3898.81,44.52,132.28125,91.793,1726.71
2021-03-11,3939.34,45.46,132.25,91.42,1722.6
2021-03-12,3943.34,45.2,131.609375,91.663,1727.11
2021-03-15,3968.94,44.91,131.6875,91.808,1731.67
2021-03-16,3962.71,44.7,131.65625,91.869,1731.4
2021-03-17,3974.12,44.23,131.703125,91.392,1745.33
2021-03-18,3915.46,41.05,131.125,91.832,1736.42
2021-03-19,3913.1,42.09,130.984375,91.744,1745.23
2021-03-22,3940.59,41.98,131.21875,91.789,1739.03
2021-03-23,3910.52,39.42,131.78125,92.344,1727.07
2021-03-24,3889.14,41.93,131.875,92.58,1734.69
2021-03-25,3909.52,40.38,131.71875,92.848,1726.93
2021-03-26,3974.54,42.0,131.390625,92.723,1732.52
2021-03-29,3971.09,42.57,131.15625,92.909,1712.2
2021-03-30,3958.55,41.76,131.078125,93.266,1685.2
2021-03-31,3972.89,41.51,130.71875,93.2,1707.71
2021-04-01,4019.87,42.55,131.234375,92.878,1729.31
2021-04-02,,,130.765625,93.012,1728.87
2021-04-05,4077.91,41.0,131.015625,92.576,1728.27
2021-04-06,4073.94,41.23,131.4375,92.311,1743.27
2021-04-07,4079.95,41.39,131.40625,92.43,1737.72
2021-04-08,4097.17,41.7,131.8125,92.067,1755.84
2021-04-09,4128.8,41.49,131.546875,92.182,1743.88
2021-04-12,4127.99,41.59,131.453125,92.087,1732.76
2021-04-13,4141.59,42.09,131.859375,91.827,1745.51
2021-04-14,4124.66,43.62,131.6875,91.635,1736.43
2021-04-15,4170.42,43.99,132.140625,91.671,1763.95
2021-04-16,4185.47,43.91,132.0625,91.537,1776.51
2021-04-19,4163.26,44.2,131.9375,91.082,1771.43
2021-04-20,4134.94,43.64,132.328125,91.197,1778.75
2021-04-21,4173.42,42.83,132.3125,91.113,1793.79
2021-04-22,4134.98,43.27,132.390625,91.278,1783.94
2021-04-23,4180.17,43.51,132.203125,90.832,1777.2
2021-04-26,4187.62,43.3,132.125,90.843,1781.38
2021-04-27,4186.72,43.83,131.765625,90.885,1776.6
2021-04-28,4183.18,44.1,131.921875,90.598,1781.68
2021-04-29,4211.47,45.1,131.71875,90.637,1772.18
2021-04-30,4181.17,44.26,131.84375,91.297,1769.13
2021-05-03,4192.66,45.08,132.09375,90.964,1792.88
2021-05-04,4164.66,46.29,132.15625,91.28,1779.06
2021-05-05,4167.59,45.67,132.390625,91.267,1786.87
2021-05-06,4201.62,45.49,132.328125,90.896,1815.22
2021-05-07,4232.6,45.48,132.46875,90.229,1831.24
2021-05-10,4188.43,45.45,132.34375,90.281,1836.07
2021-05-11,4152.1,45.73,132.203125,90.168,1837.47
2021-05-12,4063.04,45.97,131.671875,90.77,1815.69
2021-05-13,4112.5,44.67,131.96875,90.714,1826.72
2021-05-14,4173.85,45.85,132.1875,90.304,1843.43
2021-05-17,4163.29,46.37,132.015625,90.202,1866.9
2021-05-18,4127.83,45.7,132.171875,89.782,1869.44
2021-05-19,4115.68,44.43,131.828125,90.176,1869.62
2021-05-20,4159.12,43.34,132.265625,89.752,1877.21
2021-05-21,4155.86,44.46,132.25,90.029,1881.25
2021-05-24,4197.05,45.6,132.390625,89.835,1881.02
2021-05-25,4188.13,45.72,132.734375,89.672,1899.25
2021-05-26,4195.99,45.84,132.609375,90.044,1896.67
2021-05-27,4200.88,46.28,132.40625,90.003,1896.54
2021-05-28,4204.11,46.4,132.453125,90.056,1903.77
2021-05-31,,46.7,,89.829,1906.87
2021-06-01,4202.04,47.48,132.46875,89.92,1900.44
2021-06-02,4208.12,47.87,132.59375,89.904,1908.38
2021-06-03,4192.85,47.99,132.234375,90.491,1870.76
2021-06-04,4229.89,48.28,132.859375,90.134,1891.59
2021-06-07,4226.52,48.07,132.765625,89.975,1899.21
2021-06-08,4227.26,48.44,133.046875,90.136,1892.89
2021-06-09,4219.55,48.42,133.375,90.134,1888.57
2021-06-10,4239.18,48.67,133.78125,90.064,1898.51
2021-06-11,4247.44,48.82,133.5625,90.51,1877.53
2021-06-14,4255.15,49.12,133.1875,90.501,1866.18
2021-06-15,4246.59,49.93,133.21875,90.508,1859.02
2021-06-16,4223.7,49.66,132.296875,91.397,1811.47
2021-06-17,4221.86,49.07,132.65625,91.897,1773.5
2021-06-18,4166.45,49.22,133.046875,92.321,1764.16
2021-06-21,4224.79,50.31,132.8125,91.846,1783.27
2021-06-22,4246.44,50.25,133.03125,91.71,1778.74
2021-06-23,4241.84,50.7,132.8125,91.791,1778.68
2021-06-24,4266.49,50.82,132.765625,91.811,1775.17
2021-06-25,4280.7,51.1,132.578125,91.811,1781.44
2021-06-28,4290.61,50.17,132.90625,91.876,1778.48
2021-06-29,4291.8,50.51,132.9375,92.075,1761.24
2021-06-30,4297.5,50.51,132.984375,92.357,1770.11
2021-07-01,4319.94,51.14,133.03125,92.538,1776.84
2021-07-02,4352.34,51.39,133.421875,92.243,1787.3
2021-07-05,,52.15,,92.241,1791.77
2021-07-06,4343.54,50.68,134.015625,92.547,1797.08
2021-07-07,4358.13,49.61,134.21875,92.703,1803.63
2021-07-08,4320.82,50.29,134.46875,92.357,1802.83
2021-07-09,4369.55,51.12,134.046875,92.102,1808.32
2021-07-12,4384.63,50.87,134.0625,92.225,1806.28
2021-07-13,4369.21,51.65,133.640625,92.775,1807.76
2021-07-14,4374.3,50.42,134.15625,92.369,1827.53
2021-07-15,4360.03,49.58,134.4375,92.567,1829.47
2021-07-16,4327.16,49.58,134.5,92.712,1812.05
2021-07-19,4258.49,46.5,135.234375,92.827,1812.64
2021-07-20,4323.06,46.42,135.1875,92.962,1810.36
2021-07-21,4358.69,48.87,134.6875,92.779,1803.66
2021-07-22,4367.48,49.83,134.78125,92.833,1806.92
2021-07-23,4411.79,50.18,134.84375,92.906,1802.15
2021-07-26,4422.3,50.61,134.75,92.633,1797.63
2021-07-27,4401.46,50.54,135.046875,92.474,1799.09
2021-07-28,4400.64,50.59,135.125,92.268,1807.11
2021-07-29,4419.15,51.36,134.859375,91.885,1828.17
2021-07-30,4395.26,51.63,135.21875,92.09,1814.19
2021-08-02,4387.16,50.27,135.59375,92.071,1813.47
2021-08-03,4423.15,49.61,135.671875,92.077,1810.44
2021-08-04,4402.66,48.26,135.453125,92.279,1811.74
2021-08-05,4429.1,48.86,135.078125,92.257,1804.41
2021-08-06,4436.52,48.39,134.609375,92.779,1763.03
2021-08-09,4432.35,47.5,134.390625,92.972,1729.94
2021-08-10,4436.75,48.64,134.15625,93.069,1728.93
