Date,万科A,万达院线,三一重工,上汽集团,上海电气,上海莱士,上港集团,东方明珠,东方航空,东方证券,东方财富,中信证券,中信银行,中兴通讯,中国中冶,中国中车,中国中铁,中国交建,中国人寿,中国国航,中国太保,中国平安,中国建筑,中国核电,中国电建,中国石化,中国石油,中国神华,中国联通,中国船舶,中国重工,中国铁建,中国铝业,中国银行,中海油服,中煤能源,中航动力,中航机载,中航资本,乐视网,云南白药,五粮液,交通银行,京东方A,伊利股份,保利地产,信威集团,光大证券,光大银行,兴业证券,兴业银行,农业银行,包钢股份,北京银行,北方稀土,华侨城A,华夏幸福,华夏银行,华泰证券,华能国际,双汇发展,国信证券,国投电力,国泰君安,国电电力,大秦铁路,宁波港,宝钢股份,工商银行,平安银行,广发证券,康美药业,建设银行,恒瑞医药,招商证券,招商银行,新华保险,方正证券,格力电器,比亚迪,民生银行,江苏有线,洋河股份,浙能电力,浦发银行,海天味业,海康威视,海澜之家,海螺水泥,海通证券,申万宏源,美的集团,苏宁云商,贵州茅台,长城汽车,长安汽车,长江电力,陕西煤业,青岛海尔
2014-01-02,5.1392,,5.5468,8.5926,3.4380,6.3320,4.0466,23.2290,2.6954,,0.9199,9.7880,2.5206,10.2318,1.4290,4.0297,2.1689,3.1986,12.8445,3.6525,13.5043,15.6374,1.5721,,2.5323,2.4596,5.6586,7.9126,2.8073,23.7438,5.5055,3.7596,3.3553,1.5089,20.0545,3.9887,18.3760,22.9439,3.5208,9.2712,40.3865,12.6839,2.1751,1.8891,9.9342,3.7326,20.4794,7.6618,1.5898,3.6256,6.4850,1.4142,1.6650,2.2941,14.1057,4.1202,6.4543,3.9621,7.1644,3.7259,18.1182,,3.0098,,1.7639,4.0559,2.0009,2.5454,2.1040,6.0632,9.7379,7.9412,2.4328,8.0094,8.3582,7.3925,18.8172,5.7546,9.7247,36.7543,3.6096,,23.3938,3.7136,4.4275,,8.2999,4.5433,11.5086,9.2371,,9.6441,8.6609,89.2903,11.0955,5.1189,4.3647,,7.9162
2014-01-03,5.1263,,5.4863,8.3548,3.4380,6.4804,4.0082,23.3426,2.6471,,0.9199,9.7027,2.5075,10.7551,1.4209,3.9579,2.1527,3.1747,12.6571,3.6247,13.1180,15.3027,1.5671,,2.5240,2.4431,5.5998,7.7923,2.8160,23.7339,5.5055,3.7195,3.3356,1.4974,18.8432,3.9055,18.4241,22.4347,3.5250,10.5458,41.3133,12.5448,2.1694,1.8627,9.4337,3.7053,20.4794,7.6176,1.5778,3.5949,6.3820,1.4028,1.8301,2.2726,14.8247,4.0888,6.4512,3.8411,7.0443,3.7184,17.7901,,3.0329,,1.7564,4.0394,2.0009,2.5078,2.0981,6.0782,9.6359,8.1968,2.4092,8.2350,8.2783,7.2630,18.5770,5.7546,9.4409,36.9689,3.6143,,23.0273,3.7301,4.3525,,8.5581,4.4855,11.0934,9.1142,,9.4488,8.7571,87.3788,11.5883,5.2396,4.3301,,7.8549
2014-01-06,5.0299,,5.4344,8.1413,3.3633,6.4804,3.9086,23.3489,2.6084,,0.9380,9.4698,2.4879,10.9347,1.4045,3.8701,2.0880,3.1430,12.3590,3.5876,12.8557,15.1072,1.5419,,2.4991,2.4045,5.5925,7.6821,2.7636,23.0513,5.4171,3.6070,3.3553,1.4801,18.2599,3.8888,18.0014,22.1561,3.4380,10.5004,40.3310,12.3893,2.1580,1.8627,9.5055,3.6825,20.4794,7.5381,1.5659,3.5180,6.2791,1.4028,1.8793,2.2449,14.5066,4.0340,6.2626,3.7713,6.8842,3.6814,17.6434,,3.0329,,1.7264,4.1878,2.0173,2.5078,2.0922,5.9481,9.4947,8.0161,2.3974,8.1106,7.9919,7.1607,18.2788,5.7546,9.2616,37.4078,3.5814,,22.6213,3.6806,4.3665,,8.6319,4.4470,10.6578,8.7867,,9.3473,8.9400,85.7254,11.3379,5.1636,4.2816,,7.5938
2014-01-07,4.7790,,5.2353,7.9218,3.2792,6.4804,3.6404,24.1062,2.5022,,0.8674,9.3534,2.4289,10.5364,1.3637,3.7424,2.0071,3.0398,12.4527,3.5228,12.3893,14.9004,1.5269,,2.3829,2.4431,5.6879,7.3915,2.6936,22.0619,5.0828,3.4624,3.1974,1.4455,18.3766,3.7389,17.1465,21.5123,3.2930,10.1625,39.4122,11.8738,2.1238,1.8364,9.3695,3.4774,20.4794,7.3790,1.5359,3.4912,6.1826,1.3800,1.7142,2.1987,14.3729,3.8539,5.8473,3.6409,6.9242,3.4962,16.9139,,2.9636,,1.6889,4.0449,1.9517,2.4203,2.0746,5.7680,9.2593,7.6679,2.3856,7.7796,7.8254,7.0447,17.9724,5.7546,8.9031,36.9689,3.4449,,22.3901,3.7026,4.3009,,8.3368,4.3379,10.0930,8.7703,,9.0194,8.7956,83.7929,10.8396,4.8954,4.1569,,7.4591
2014-01-08,4.7919,,5.2353,8.0315,3.2979,6.4804,3.9086,25.6838,2.5312,,0.8801,9.3999,2.4486,10.4192,1.3719,3.7105,2.0233,3.0795,12.5549,3.5413,12.5350,15.1110,1.5269,,2.3829,2.4320,5.6659,7.4416,2.7111,22.3587,5.0828,3.4222,3.2270,1.4455,19.0855,3.7639,17.2906,22.3963,3.3116,10.6637,39.5191,11.9720,2.1466,1.8452,9.6519,3.4637,20.4794,7.4409,1.5419,3.5065,6.2019,1.3800,1.6580,2.2141,13.9848,3.8930,5.8632,3.6642,6.9482,3.5184,17.4273,,2.9790,,1.6964,4.0009,1.9845,2.4453,2.0805,5.8231,9.4005,7.7693,2.3679,8.2750,7.8920,7.1743,18.0800,5.7546,8.9659,37.5541,3.4355,,22.4409,3.6586,4.2868,,8.3220,4.4406,10.3107,8.8440,,9.0701,8.8630,84.0580,10.9070,4.8954,4.1638,,7.4673
2014-01-09,4.7790,,5.2007,8.1108,3.2885,6.4804,3.7400,26.9522,2.4925,,0.9362,9.3146,2.4289,10.4270,1.3392,3.5988,1.9747,3.0636,12.4441,3.5228,12.4913,15.2275,1.5168,,2.3497,2.4265,5.5852,7.2962,2.6674,22.2103,5.0926,3.3901,3.1777,1.4455,20.5480,3.7389,17.5595,22.6557,3.3551,11.4960,39.4399,11.7920,2.1523,1.8452,9.9342,3.4637,20.4794,7.3437,1.5359,3.5296,6.2340,1.3800,1.6053,2.2172,13.9339,3.8539,5.8473,3.7154,6.9242,3.5110,17.4003,,3.0252,,1.7039,4.0064,1.9435,2.3765,2.0922,5.8481,9.3613,7.5930,2.3443,8.1380,7.8987,7.2357,18.1049,5.7546,8.9659,38.4515,3.4402,,21.5782,3.6751,4.3150,,8.1154,4.4855,10.2631,8.8194,,9.0701,8.9496,83.0185,10.9474,4.7434,4.1499,,7.5897
2014-01-10,4.7726,,5.1488,7.9889,3.2792,6.5158,3.8243,26.1886,2.5022,,0.9199,9.1438,2.4355,10.4348,1.3311,3.6786,1.9747,3.0478,12.1631,3.4764,12.3747,15.0245,1.5118,,2.3331,2.4210,5.5705,7.2361,2.6324,21.7553,5.0140,3.3981,3.1086,1.4398,19.4713,3.6890,17.1849,21.9159,3.1687,10.8587,39.5310,11.9474,2.1523,1.8627,9.4722,3.4774,20.4794,7.1581,1.5239,3.4643,6.2598,1.3743,1.5596,2.2080,13.6858,3.7990,5.9048,3.7061,6.8282,3.5110,17.5662,,2.9867,,1.6964,3.9624,1.9271,2.3765,2.0746,5.8931,9.1730,7.3815,2.3325,8.1801,7.7322,7.2902,17.9558,5.7546,8.7836,37.7492,3.4308,,21.8263,3.5706,4.3525,,7.8941,4.5240,10.2631,8.5001,,9.0701,9.0266,83.0255,10.5030,4.6987,4.0737,,7.3245
2014-01-13,4.7533,,4.9930,7.9218,3.2512,6.5512,3.8473,25.3809,2.4152,,0.8940,8.9264,2.4486,10.2318,1.3147,3.6068,1.9180,3.0319,12.2056,3.4671,12.4986,14.9380,1.5018,,2.3248,2.4431,5.5338,7.2612,2.6236,20.6769,4.9353,3.3098,3.2961,1.4398,19.4982,3.7056,16.7142,22.8575,3.1087,10.9313,38.7904,12.0702,2.1694,1.8452,10.0369,3.4911,21.4679,6.9637,1.5299,3.4643,6.2791,1.3686,1.5104,2.2080,13.7049,3.8069,5.6587,3.7992,6.7881,3.5999,17.7168,,3.0867,,1.6814,3.9954,1.8943,2.3703,2.0805,5.9031,9.0239,7.2669,2.3443,7.9567,7.4391,7.3789,18.0138,6.0759,8.8015,36.1495,3.4496,,21.9898,3.5266,4.4275,,7.7650,4.3893,10.3107,8.3117,,8.9803,8.8630,83.2278,10.6996,4.7836,4.1361,,7.4061
2014-01-14,4.6182,,5.0190,7.9828,3.3072,6.4205,3.7783,25.2421,2.4249,,0.8915,8.8721,2.4617,9.7475,1.3229,3.6068,1.9261,3.0478,12.0779,3.4486,12.3820,14.8516,1.4867,,2.3248,2.4596,5.5191,7.3013,2.6324,20.7758,4.9353,3.3339,3.3750,1.4455,18.5740,3.7306,16.7142,21.9928,3.1791,11.1241,38.9448,12.2257,2.1751,1.8100,9.8701,3.4090,20.4294,6.9283,1.5299,3.4451,6.2469,1.3743,1.5139,2.2049,13.8130,3.6815,5.5277,3.8225,6.8041,3.6073,17.9484,,3.1406,,1.6964,3.9350,1.8861,2.4078,2.0746,5.7880,8.9376,7.1259,2.3679,7.8006,7.4258,7.3994,17.8978,5.8715,8.4699,37.0567,3.4355,,22.4634,3.3505,4.4088,,7.7834,4.4599,10.4128,8.3281,,9.0779,8.7667,83.8557,9.9644,4.8954,4.1291,,7.3857
2014-01-15,4.6375,,5.0449,7.9584,3.3446,6.6002,3.8090,26.2139,2.4442,,0.9392,8.9808,2.4420,9.7397,1.3392,3.6387,1.9423,3.0557,12.1120,3.4671,12.5059,15.0132,1.4867,,2.3663,2.5258,5.5925,7.3263,2.6586,21.5970,4.8862,3.3419,3.2566,1.4455,19.0137,3.7556,17.0985,22.1849,3.1874,11.2261,38.8181,12.4957,2.1580,1.8452,9.9111,3.4318,18.7719,6.9814,1.5359,3.5027,6.2791,1.3743,1.5139,2.2080,13.8130,3.6737,5.5277,3.8178,6.8842,3.6221,18.0642,,3.1483,,1.7039,3.8690,1.9107,2.4453,2.0628,5.8531,9.0239,7.0951,2.3620,7.7669,7.5324,7.3107,18.1380,5.5501,8.7358,37.4566,3.4449,,22.6495,3.3835,4.4041,,7.9531,4.4920,10.6851,8.4346,,9.3122,9.0073,84.0720,10.2256,4.9177,4.1569,,7.8345
2014-01-16,4.6182,,5.0017,8.0376,3.3352,6.5934,3.7783,26.5673,2.4249,,0.9621,8.9109,2.3831,9.6538,1.3311,3.5908,1.9423,3.0478,12.1631,3.4764,12.5350,14.9493,1.4917,,2.3497,2.5589,5.5632,7.2812,2.6411,21.1716,4.7780,3.3339,3.1974,1.4455,19.7943,3.7223,19.0196,22.7902,3.2164,11.8362,39.1825,12.2829,2.1409,1.8364,9.9830,3.4136,19.1514,7.0079,1.5239,3.4796,6.2083,1.3629,1.5104,2.1772,13.6476,3.5954,5.6811,3.7294,6.9002,3.5184,18.2456,,3.1252,,1.6964,3.9569,1.8861,2.4203,2.0276,5.8331,9.0003,7.5402,2.3384,8.1801,7.6722,7.2220,18.0386,5.4333,8.8374,38.2077,3.4402,,22.3506,3.3340,4.3243,,8.2630,4.4214,10.8620,8.3281,,9.4469,9.2383,82.9139,9.9644,4.8417,4.1430,,8.0835
2014-01-17,4.6118,,5.0796,7.9706,3.3446,6.3987,3.7860,25.6891,2.4345,,0.9404,8.9420,2.3635,9.9584,1.3311,3.5349,1.9342,3.0239,12.1971,3.4857,12.4621,15.4268,1.5118,,2.3414,2.5423,5.5338,7.2411,2.6324,20.7758,4.7879,3.3258,3.2172,1.4398,19.6418,3.7056,19.3943,23.0785,3.2392,10.7272,38.3824,12.2584,2.1352,1.8188,9.9856,3.4227,18.6521,7.0786,1.5179,3.5065,6.1054,1.3515,1.5139,2.1618,13.8703,3.6267,5.8185,3.7387,6.8522,3.5555,18.8940,,3.1252,,1.7039,3.8745,1.8943,2.4203,2.0041,5.8131,9.0003,7.4035,2.3147,8.0452,7.6256,7.1811,18.1546,5.4333,8.5446,37.0762,3.3979,,22.5367,3.4826,4.3009,,8.0638,4.5690,11.0254,8.3117,,9.3805,9.1228,84.9719,9.6655,4.7836,4.1291,,8.1202
2014-01-20,4.5410,,4.9844,7.7144,3.2698,6.4014,3.6864,25.3353,2.3959,,0.9163,8.9653,2.3504,9.7085,1.3066,3.4711,1.9261,3.0081,12.3419,3.4486,12.3893,15.2651,1.4967,,2.2916,2.5699,5.6586,7.1209,2.6061,20.7165,4.7682,3.2857,3.1283,1.4340,19.9648,3.5724,19.0292,22.9536,3.2267,11.4711,38.0418,11.9884,2.1238,1.8100,9.5877,3.3817,18.9716,6.9902,1.4999,3.5065,5.9703,1.3458,1.5526,2.1311,13.5395,3.6502,5.5373,3.7014,6.8121,3.5110,18.5312,,3.1175,,1.6964,3.8690,1.8615,2.3327,2.0041,5.7430,8.9140,7.3991,2.3147,7.8070,7.5124,7.1675,17.8067,5.3359,8.3863,36.5202,3.3131,,22.3676,3.3505,4.2681,,7.9310,4.6524,11.1411,8.3445,,9.1541,9.0458,85.0417,9.7193,4.7389,4.1153,,8.0345
2014-01-21,4.5989,,4.9671,7.6412,3.2792,6.1700,3.6940,24.4066,2.3959,,0.8535,8.9653,2.3504,9.7631,1.3147,3.4153,1.9261,3.0081,12.1205,3.4671,12.4476,15.3403,1.4967,,2.2749,2.5258,5.5998,7.0607,2.6061,21.1518,4.7879,3.3098,3.1481,1.4167,19.2918,3.5724,19.1157,22.5212,3.1957,10.9109,36.8774,12.1111,2.1181,1.8100,9.4337,3.4045,18.6222,7.0255,1.4879,3.5718,5.9317,1.3515,1.5385,2.1372,13.2404,3.6189,5.5884,3.6968,6.8362,3.4814,17.6589,,3.0791,,1.6889,3.8690,1.8451,2.3265,1.9923,5.6630,8.9846,7.1964,2.3088,7.6931,7.5790,7.1879,17.7902,5.1899,8.8284,36.1885,3.2708,,22.5367,3.3615,4.2681,,7.7097,4.6075,10.7803,8.3527,,9.2731,9.2383,87.9020,9.6412,4.6182,4.1291,,8.0100
2014-01-22,4.6568,,5.0190,7.7449,3.2792,6.1128,3.7247,25.4996,2.4635,,0.8831,9.1593,2.3635,10.0365,1.3229,3.4791,1.9585,3.0319,12.2056,3.4949,12.4986,15.5321,1.5068,,2.2916,2.5368,5.5998,7.1058,2.6324,20.8154,4.7682,3.3580,3.1678,1.4225,19.0765,3.6140,19.0581,22.3867,3.2329,11.2057,37.0318,12.0702,2.1238,1.8188,9.3977,3.4637,19.2013,7.1228,1.4879,3.5795,5.9960,1.3515,1.5210,2.1618,13.3359,3.7050,5.6715,3.7107,6.9642,3.5407,18.6316,,3.0714,,1.7039,3.8965,1.8697,2.3390,1.9982,5.6830,9.1337,7.3551,2.3147,7.7269,7.7588,7.2016,17.8978,5.4041,8.8882,36.5299,3.2943,,22.4972,3.4110,4.3056,,7.8019,4.5754,11.0934,8.5574,,9.1853,9.3249,88.5857,9.6978,4.7389,4.1915,,8.1732
2014-01-23,4.9141,,5.2007,7.9949,3.3352,6.1496,3.7860,25.5249,2.5022,,0.9350,9.3611,2.3962,10.3567,1.3474,3.6227,2.0071,3.0795,12.4697,3.5413,12.7026,15.6411,1.5319,,2.3746,2.5423,5.6292,7.2161,2.6674,21.5574,5.0730,3.4624,3.2566,1.4398,20.0994,3.6640,19.3558,22.7710,3.3137,11.2261,37.4794,12.3975,2.1466,1.8452,10.0343,3.6734,20.4195,7.2641,1.5059,3.6371,6.1375,1.3572,1.5631,2.1957,13.7303,3.9165,6.2019,3.7759,7.0363,3.6073,18.7898,,3.1406,,1.7414,3.9844,1.9025,2.3765,2.0041,5.8881,9.4319,7.4696,2.3266,7.8639,8.0585,7.2766,18.2208,5.5307,9.0973,37.1640,3.3649,,23.0780,3.5046,4.3665,,8.0675,4.6588,11.2908,8.7867,,9.3180,9.6713,93.6086,10.0317,4.9267,4.2469,,8.4629
2014-01-24,4.8047,,5.1228,7.9584,3.3446,6.2204,3.7553,26.7316,2.4732,,0.9627,9.1904,2.3766,10.3255,1.3474,3.6546,1.9828,3.0478,12.2653,3.5042,12.3893,15.2727,1.5118,,2.3331,2.5203,5.5778,7.1409,2.6324,21.8146,5.0730,3.3981,3.2172,1.4283,20.1891,3.6307,19.1733,23.0688,3.3551,12.2376,37.0120,12.3566,2.1238,1.8364,9.9548,3.6005,21.8673,7.1758,1.4879,3.5680,6.0282,1.3458,1.5104,2.1680,13.4886,3.9165,6.2499,3.7154,6.9722,3.6221,18.5891,,3.1714,,1.7264,4.0724,1.8861,2.3515,1.9982,5.8231,9.2907,7.4079,2.3147,7.5898,7.9986,7.1470,18.3119,5.4917,8.9898,36.5299,3.3037,,22.9991,3.4496,4.3009,,8.4843,4.7294,11.1887,8.6720,,9.4449,9.6040,93.1342,9.8028,4.9580,4.2261,,8.5282
2014-01-27,4.9527,,5.1574,7.9706,3.3446,6.1768,3.7630,26.4094,2.5022,,1.0828,9.1981,2.3766,10.4739,1.3555,3.6387,1.9747,3.0478,12.1034,3.5135,12.3893,15.0320,1.5118,,2.3580,2.5203,5.5705,7.1710,2.6324,21.5673,5.1025,3.3740,3.2270,1.4283,20.5301,3.6556,19.8073,24.2602,3.3945,11.9292,36.4378,12.2748,2.1238,1.8979,9.8495,3.6916,21.1584,7.2111,1.4879,3.5833,5.9960,1.3458,1.4718,2.1741,13.6094,3.9244,6.3361,3.8038,6.9722,3.6370,18.4540,,3.1406,,1.7264,4.0174,1.9025,2.3515,1.9923,5.7830,9.2750,7.3683,2.3088,7.6741,8.1118,7.0925,18.0966,5.6572,8.9181,37.7785,3.2943,,23.1175,3.4716,4.3103,,8.3294,5.3326,11.0934,8.6802,,9.4313,9.7772,94.1040,9.7974,4.9624,4.2123,,8.8139
2014-01-28,4.9527,,5.1574,8.0071,3.3352,6.3293,3.7477,26.3462,2.4829,,1.0496,9.0429,2.3831,10.5754,1.3474,3.5669,1.9504,3.0398,11.7798,3.4857,12.0249,14.7012,1.5068,,2.3414,2.5037,5.5411,7.0758,2.6236,21.6860,5.1615,3.3098,3.1974,1.4283,20.3058,3.6723,19.9418,23.2034,3.3862,11.7024,35.5308,12.4793,2.1409,1.8891,9.6647,3.6870,21.6476,7.1228,1.4879,3.5257,5.9574,1.3515,1.4753,2.1772,13.5585,3.8069,6.5534,3.7945,6.8842,3.6592,18.0179,,3.1021,,1.7114,3.9460,1.9107,2.3577,1.9747,5.7280,9.2201,7.3859,2.3088,7.6404,7.8920,7.0584,17.9641,5.7254,8.6940,38.7246,3.3273,,23.4952,3.4331,4.2774,,8.1929,5.2299,10.7599,8.5902,,9.3376,10.3450,98.0247,9.6951,4.9580,4.1707,3.1055,8.7567
2014-01-29,4.9334,,5.1574,8.0437,3.3072,6.2490,3.8780,25.2153,2.5118,,1.0387,9.0506,2.4158,10.6223,1.3637,3.5509,1.9747,3.0398,11.8053,3.5135,12.1269,14.7764,1.5219,,2.3331,2.4762,5.5632,7.0607,2.6674,20.9737,5.1123,3.3258,3.2172,1.4398,19.8302,3.6806,19.4999,23.7702,3.4111,11.7024,36.4378,12.4139,2.1694,1.8803,9.8007,3.6779,21.2283,7.1846,1.5059,3.5372,6.0796,1.3572,1.4718,2.1957,13.6222,3.8382,6.5598,3.8504,6.9322,3.6147,17.5933,,3.1483,,1.7264,3.9405,1.9271,2.3577,1.9864,5.7730,9.2907,7.2317,2.3206,7.6636,7.9786,7.1470,18.1215,5.6572,8.7388,39.3099,3.3884,,23.4332,3.4826,4.3337,,7.9125,5.5059,10.8824,8.5902,,9.4196,10.3065,97.5154,10.0721,4.9311,4.1569,2.9114,8.6302
2014-01-30,4.8369,,5.1661,7.9462,3.3352,6.4491,3.8473,25.6512,2.4925,,1.1045,9.0196,2.4224,10.4895,1.3637,3.4711,1.9666,3.0398,11.7968,3.4764,12.1342,14.6636,1.5168,,2.3082,2.4762,5.5485,7.0507,2.6499,21.3101,5.0926,3.3339,3.2073,1.4513,19.4892,3.6473,21.0753,23.6742,3.4649,11.7251,36.3150,12.1275,2.1637,1.8891,9.3053,3.6050,21.5877,7.1846,1.5059,3.5180,6.0925,1.3629,1.4086,2.2080,13.5204,3.8147,6.4416,3.8690,6.8922,3.6370,17.8519,,3.2638,,1.7339,3.9460,1.9107,2.3765,2.0158,5.7780,9.1730,7.3991,2.3325,7.7901,7.9453,7.1538,17.9889,5.6378,8.6193,38.9392,3.4590,,22.9596,3.4606,4.3478,,7.8203,5.6855,10.8212,8.5328,,9.3473,10.5855,95.2271,10.1017,4.9177,4.1569,2.6591,8.7323
2014-02-07,4.7211,,5.1228,7.8669,3.2792,6.6914,3.7860,25.3985,2.4249,,1.1491,8.8488,2.3635,10.2708,1.3555,3.3674,1.9423,3.0160,11.5754,3.4393,11.8572,14.5169,1.4917,,2.2833,2.4486,5.5191,6.9705,2.6149,21.9630,5.0730,3.2776,3.1777,1.4398,18.6189,3.6140,22.9869,24.8367,3.4152,11.5550,35.9744,11.8820,2.1466,1.8627,9.0743,3.5184,20.7989,7.0609,1.4879,3.4796,5.9960,1.3515,1.3910,2.1772,13.2913,3.8069,6.2307,3.7713,6.7081,3.5481,17.1957,,3.2176,,1.7189,3.9624,1.8861,2.3640,1.9923,5.6630,8.9454,7.6018,2.3147,7.7585,7.7255,7.0243,17.8647,5.4333,8.3653,37.5151,3.4167,,22.2153,3.3835,4.2821,,7.7429,5.6149,10.8212,8.3199,,9.0604,9.8157,92.1296,9.5874,4.7881,4.1638,2.6009,8.5201
2014-02-10,4.7919,,5.1142,7.9462,3.3166,6.8208,3.7937,26.7000,2.4635,,1.1750,8.9497,2.3897,10.7629,1.3637,3.3754,1.9585,3.0478,11.6009,3.4671,11.8062,14.4116,1.5018,,2.2999,2.4651,5.5118,7.0056,2.6499,23.9911,5.3581,3.3258,3.2073,1.4398,18.7535,3.6640,23.4383,25.4132,3.5229,11.9564,35.3248,12.0211,2.1523,1.9067,9.4131,3.5959,20.6691,7.1404,1.4939,3.5142,6.0410,1.3515,1.4051,2.1987,13.5076,3.8695,6.4639,3.7945,6.8121,3.5999,17.1069,,3.2330,,1.7264,4.0229,1.9025,2.3703,2.0041,5.6930,9.1416,7.6018,2.3325,7.9018,7.8054,7.0720,17.7653,5.5209,8.6641,39.3099,3.4355,,23.2866,3.4276,4.3056,,7.9605,5.6470,11.3997,8.5083,,8.9198,10.2006,93.4831,9.7705,4.6271,4.1707,2.6720,8.7894
2014-02-11,4.8240,,5.2353,8.2938,3.4006,6.8071,3.8780,27.5403,2.5118,,1.1883,9.1593,2.4813,10.9581,1.3800,3.5748,1.9990,3.0954,11.7883,3.5228,12.0103,14.6560,1.5118,,2.3414,2.4872,5.5558,7.0657,2.6674,23.7339,5.5547,3.3981,3.2665,1.4455,19.1842,3.7056,23.6112,25.1922,3.8128,11.7047,36.0734,12.1357,2.1694,1.9243,9.6904,3.6324,22.9657,7.3702,1.5059,3.5680,6.0989,1.3572,1.4507,2.2080,14.2902,3.9087,6.5023,3.8411,6.9162,3.6296,17.8982,,3.2484,,1.7489,4.0339,1.9271,2.3890,2.0041,5.7680,9.2985,8.3290,2.3266,7.9440,8.1584,7.0925,18.0221,5.6475,8.8135,44.7723,3.4685,,23.4107,3.4881,4.3665,7.3812,8.1781,5.6470,11.4337,8.6720,,9.0818,10.1140,92.6459,10.2876,5.0206,4.1915,2.7173,9.1158
2014-02-12,4.8433,,5.3997,8.2450,3.4100,6.7922,4.0236,26.9148,2.5312,,1.1455,9.2757,2.8152,10.8957,1.3964,3.5748,1.9990,3.1192,12.0012,3.5413,12.2216,14.9267,1.5219,,2.3663,2.5037,5.5632,7.1209,2.6848,23.4470,5.5744,3.4062,3.3553,1.4628,19.0137,3.7639,22.8716,24.6446,3.7176,11.4529,35.8239,12.2748,2.1978,1.9243,9.7674,3.6643,22.2467,7.4055,1.5419,3.5949,6.2662,1.3686,1.4472,2.2418,14.2012,3.9165,6.6652,3.9016,6.9883,3.6814,17.7013,,3.2176,,1.7564,4.0943,1.9599,2.4015,2.0217,5.9381,9.4241,8.3510,2.3561,8.0136,8.1917,7.2084,18.2871,5.7449,8.9031,43.1141,3.5908,,24.0760,3.5046,4.4557,8.5742,7.9826,5.4738,11.4677,8.7621,,8.9803,9.8734,93.6226,10.1906,4.9267,4.2123,2.7561,8.6915
2014-02-13,4.8369,,5.3565,8.1779,3.4006,7.3367,4.0082,27.3381,2.5408,,1.1214,9.2369,2.9200,10.9269,1.3800,3.5748,1.9990,3.1271,11.8990,3.5413,12.1706,14.7576,1.5219,,2.3663,2.4982,5.5485,7.0958,2.7111,23.1502,5.4662,3.4222,3.3257,1.4628,19.0316,3.7472,23.0829,24.6638,3.7507,11.2942,36.3387,12.2748,2.2035,1.9155,9.6236,3.6324,22.0770,7.6176,1.5299,3.5641,6.2212,1.3686,1.4577,2.2449,14.2202,3.8617,6.8474,3.8737,6.9722,3.6592,17.5161,,3.2099,,1.7489,4.0559,1.9681,2.4015,2.0158,5.9181,9.3456,8.3466,2.3502,7.9672,8.1584,7.1402,18.2043,5.7254,9.3453,45.0649,3.6520,,24.2621,3.5321,4.4463,8.2814,7.8498,5.6021,11.4473,8.7539,,9.1384,10.1910,93.5040,10.2068,4.9624,4.1846,2.8273,8.7078
2014-02-14,4.7661,,5.2699,8.1962,3.4100,7.3517,4.0082,25.7776,2.5601,,1.0743,9.1981,3.1426,10.5676,1.3800,3.4791,1.9828,3.1033,11.8990,3.5506,12.0686,14.6260,1.5068,,2.3497,2.4817,5.5338,7.0357,2.6848,22.5665,5.3188,3.3981,3.3356,1.4686,18.3497,3.7139,22.4297,24.0104,3.6886,10.4641,35.5704,12.3075,2.2263,1.9243,9.5004,3.5777,21.4080,7.5204,1.5419,3.5219,6.3756,1.3743,1.4367,2.2726,14.2266,3.8539,6.6429,3.9063,6.8922,3.6370,17.3694,,3.1714,,1.7339,4.1328,1.9353,2.3953,2.0276,6.0582,9.2828,8.2541,2.3561,7.8175,7.9453,7.1811,18.1215,5.6572,9.4409,46.8207,3.7885,,25.6829,3.4606,4.5026,8.6414,7.8498,5.6149,11.3248,8.6393,,8.9588,9.8061,94.4528,10.1125,4.9177,4.1430,2.7497,8.4997
2014-02-17,4.7597,,5.3392,8.2816,3.4473,7.5287,4.0619,27.9447,2.5795,,1.1220,9.2990,3.1688,10.6301,1.3964,3.5748,2.0313,3.1271,12.1375,3.6062,12.1779,14.8892,1.5118,,2.3746,2.5037,5.5558,7.0808,2.7023,23.1205,5.3777,3.4624,3.3948,1.4628,18.5291,3.7472,23.1502,24.2699,3.7238,10.6818,35.6733,12.7821,2.2320,1.9418,9.6005,3.5549,21.7275,7.6265,1.5419,3.5680,6.3884,1.3743,1.4788,2.2849,14.5002,3.8695,6.5758,3.9435,7.0283,3.6666,17.2961,,3.2638,,1.7489,4.4241,1.9599,2.4140,2.0217,6.0532,9.4162,8.4876,2.3679,8.0958,8.1251,7.2289,18.5107,5.7254,9.5006,47.9327,3.7696,,28.1469,3.5376,4.5119,8.8574,7.9125,5.9615,11.3112,8.7539,,9.0486,9.9793,100.5292,10.1583,4.9222,4.1776,2.8338,8.5405
